DrugBank ID,Name,Drug Type
DB12239,Balicatib,SmallMoleculeDrug
DB12241,TAK-733,SmallMoleculeDrug
DB12242,AZD-7762,SmallMoleculeDrug
DB12243,Edaravone,SmallMoleculeDrug
DB12244,CP-601927,SmallMoleculeDrug
DB12245,Triclabendazole,SmallMoleculeDrug
DB12247,AZD-4547,SmallMoleculeDrug
DB12248,Tulobuterol,SmallMoleculeDrug
DB12251,Moxaverine,SmallMoleculeDrug
DB12252,PG-701,SmallMoleculeDrug
DB12253,GDC-0810,SmallMoleculeDrug
DB12254,ABT-751,SmallMoleculeDrug
DB12255,Vadadustat,SmallMoleculeDrug
DB12257,Platinum,SmallMoleculeDrug
DB12259,CG-200745,SmallMoleculeDrug
DB12260,Radiprodil,SmallMoleculeDrug
DB12262,CRS-3123,SmallMoleculeDrug
DB12263,Begacestat,SmallMoleculeDrug
DB12264,Atevirdine,SmallMoleculeDrug
DB12265,Fexinidazole,SmallMoleculeDrug
DB12266,Epofolate,SmallMoleculeDrug
DB12267,Brigatinib,SmallMoleculeDrug
DB12268,Carmegliptin,SmallMoleculeDrug
DB12269,PF-06273340,SmallMoleculeDrug
DB12270,Losmapimod,SmallMoleculeDrug
DB12271,ORE-1001,SmallMoleculeDrug
DB12272,Vidupiprant,SmallMoleculeDrug
DB12273,Ecopipam,SmallMoleculeDrug
DB12275,Seviteronel,SmallMoleculeDrug
DB12276,Apomine,SmallMoleculeDrug
DB12277,Polihexanide,SmallMoleculeDrug
DB12278,Propiverine,SmallMoleculeDrug
DB12279,OBP-801,SmallMoleculeDrug
DB12280,AZD-5423,SmallMoleculeDrug
DB12282,Defactinib,SmallMoleculeDrug
DB12283,Balapiravir,SmallMoleculeDrug
DB12284,LY-2608204,SmallMoleculeDrug
DB12285,Verubecestat,SmallMoleculeDrug
DB12286,Simendan,SmallMoleculeDrug
DB12287,Talsaclidine,SmallMoleculeDrug
DB12288,Piromelatine,SmallMoleculeDrug
DB12289,Darexaban,SmallMoleculeDrug
DB12290,Puerarin,SmallMoleculeDrug
DB12291,Tacedinaline,SmallMoleculeDrug
DB12292,Barusiban,SmallMoleculeDrug
DB12293,Nefopam,SmallMoleculeDrug
DB12295,Evodenoson,SmallMoleculeDrug
DB12297,GLPG-0187,SmallMoleculeDrug
DB12298,5-(hydroxymethyl)-2-furaldehyde,SmallMoleculeDrug
DB12299,Bavisant,SmallMoleculeDrug
DB12300,P-nitrobiphenyl,SmallMoleculeDrug
DB12301,Doravirine,SmallMoleculeDrug
DB12302,CP-724714,SmallMoleculeDrug
DB12303,Motolimod,SmallMoleculeDrug
DB12305,Dasotraline,SmallMoleculeDrug
DB12306,Cipargamin,SmallMoleculeDrug
DB12307,Foretinib,SmallMoleculeDrug
DB12308,Eltanolone,SmallMoleculeDrug
DB12309,GI-181771X,SmallMoleculeDrug
DB12310,Trehalose,SmallMoleculeDrug
DB12311,CP1-1189,SmallMoleculeDrug
DB12312,ORG-25435,SmallMoleculeDrug
DB12313,Dopexamine,SmallMoleculeDrug
DB12314,Chlorproguanil,SmallMoleculeDrug
DB12316,9CUAB30,SmallMoleculeDrug
DB12318,BMS-599626,SmallMoleculeDrug
DB12319,Benzbromarone,SmallMoleculeDrug
DB12320,Palovarotene,SmallMoleculeDrug
DB12321,Ifetroban,SmallMoleculeDrug
DB12322,GW-870086,SmallMoleculeDrug
DB12323,Radotinib,SmallMoleculeDrug
DB12325,Idasanutlin,SmallMoleculeDrug
DB12326,Antroquinonol,SmallMoleculeDrug
DB12327,Salvinorin A,SmallMoleculeDrug
DB12328,Cantharidin,SmallMoleculeDrug
DB12329,Eravacycline,SmallMoleculeDrug
DB12332,Rucaparib,SmallMoleculeDrug
DB12333,Amcipatricin,SmallMoleculeDrug
DB12334,Milataxel,SmallMoleculeDrug
DB12336,GDC-0917,SmallMoleculeDrug
DB12337,N-acetylsulfanilyl chloride,SmallMoleculeDrug
DB12338,Carisbamate,SmallMoleculeDrug
DB12339,Radezolid,SmallMoleculeDrug
DB12340,Navitoclax,SmallMoleculeDrug
DB12341,LY-2456302,SmallMoleculeDrug
DB12343,Temocillin,SmallMoleculeDrug
DB12345,MBX-2982,SmallMoleculeDrug
DB12347,CG-400549,SmallMoleculeDrug
DB12348,"5-amino-1,3,4-thiadiazole-2-thiol",SmallMoleculeDrug
DB12350,Rostafuroxin,SmallMoleculeDrug
DB12351,Siagoside,SmallMoleculeDrug
DB12352,Bizelesin,SmallMoleculeDrug
DB12353,Ulodesine,SmallMoleculeDrug
DB12354,Imrecoxib,SmallMoleculeDrug
DB12355,Netazepide,SmallMoleculeDrug
DB12357,BMS-863233,SmallMoleculeDrug
DB12358,Enbucrilate,SmallMoleculeDrug
DB12359,BIIB021,SmallMoleculeDrug
DB12360,PF-03654764,SmallMoleculeDrug
DB12361,Piclozotan,SmallMoleculeDrug
DB12362,Diaminopropanol tetraacetic acid,SmallMoleculeDrug
DB12364,Betrixaban,SmallMoleculeDrug
DB12365,Perzinfotel,SmallMoleculeDrug
DB12367,Selurampanel,SmallMoleculeDrug
DB12368,AZD-3839,SmallMoleculeDrug
DB12369,Sotrastaurin,SmallMoleculeDrug
DB12370,Ipamorelin,SmallMoleculeDrug
DB12371,Siponimod,SmallMoleculeDrug
DB12375,Oglemilast,SmallMoleculeDrug
DB12376,Ricolinostat,SmallMoleculeDrug
DB12377,Relebactam,SmallMoleculeDrug
DB12378,Apricoxib,SmallMoleculeDrug
DB12379,Indirubin,SmallMoleculeDrug
DB12380,GDC-0152,SmallMoleculeDrug
DB12381,Merestinib,SmallMoleculeDrug
DB12382,R-306465,SmallMoleculeDrug
DB12383,Cytochlor,SmallMoleculeDrug
DB12384,AR-67,SmallMoleculeDrug
DB12385,10-hydroxycamptothecin,SmallMoleculeDrug
DB12387,OSI-027,SmallMoleculeDrug
DB12388,Evocalcet,SmallMoleculeDrug
DB12389,Zamicastat,SmallMoleculeDrug
DB12390,Seladelpar,SmallMoleculeDrug
DB12391,Sagopilone,SmallMoleculeDrug
DB12392,Resminostat,SmallMoleculeDrug
DB12393,Fanapanel,SmallMoleculeDrug
DB12394,Eleclazine,SmallMoleculeDrug
DB12395,Esreboxetine,SmallMoleculeDrug
DB12397,DSM-265,SmallMoleculeDrug
DB12398,Naproxen etemesil,SmallMoleculeDrug
DB12399,Polmacoxib,SmallMoleculeDrug
DB12400,Voxtalisib,SmallMoleculeDrug
DB12401,Bromperidol,SmallMoleculeDrug
DB12402,Pumosetrag,SmallMoleculeDrug
DB12403,Samarium,SmallMoleculeDrug
DB12404,Remimazolam,SmallMoleculeDrug
DB12405,Triciribine,SmallMoleculeDrug
DB12406,Lisofylline,SmallMoleculeDrug
DB12407,Iobitridol,SmallMoleculeDrug
DB12408,PF-03635659,SmallMoleculeDrug
DB12410,Sabarubicin,SmallMoleculeDrug
DB12411,Bemcentinib,SmallMoleculeDrug
DB12412,Gemigliptin,SmallMoleculeDrug
DB12414,Usistapide,SmallMoleculeDrug
DB12415,Galeterone,SmallMoleculeDrug
DB12416,VTP-27999,SmallMoleculeDrug
DB12417,Anagliptin,SmallMoleculeDrug
DB12418,Saccharin,SmallMoleculeDrug
DB12419,HSD-016,SmallMoleculeDrug
DB12420,Diazepinomicin,SmallMoleculeDrug
DB12422,Sulforaphane,SmallMoleculeDrug
DB12423,Fozivudine Tidoxil,SmallMoleculeDrug
DB12424,MK-3207,SmallMoleculeDrug
DB12425,Liothyronine I-131,SmallMoleculeDrug
DB12426,Bitopertin,SmallMoleculeDrug
DB12427,Orvepitant,SmallMoleculeDrug
DB12428,PAC-14028,SmallMoleculeDrug
DB12429,CI-1040,SmallMoleculeDrug
DB12432,CC-401,SmallMoleculeDrug
DB12433,SCH-900271,SmallMoleculeDrug
DB12434,Steviolbioside,SmallMoleculeDrug
DB12435,Tipelukast,SmallMoleculeDrug
DB12436,Vofopitant,SmallMoleculeDrug
DB12438,Filociclovir,SmallMoleculeDrug
DB12439,Ioforminol,SmallMoleculeDrug
DB12440,Verdiperstat,SmallMoleculeDrug
DB12441,Tavilermide,SmallMoleculeDrug
DB12442,Alvespimycin,SmallMoleculeDrug
DB12443,Sonedenoson,SmallMoleculeDrug
DB12444,Theanine,SmallMoleculeDrug
DB12445,Nitroaspirin,SmallMoleculeDrug
DB12446,Derenofylline,SmallMoleculeDrug
DB12447,Nadifloxacin,SmallMoleculeDrug
DB12448,Lifibrol,SmallMoleculeDrug
DB12449,Tempol,SmallMoleculeDrug
DB12450,Propyl Gallate,SmallMoleculeDrug
DB12451,SCY-635,SmallMoleculeDrug
DB12452,Caprylic alcohol,SmallMoleculeDrug
DB12453,Chlorine dioxide,SmallMoleculeDrug
DB12454,Zalypsis,SmallMoleculeDrug
DB12455,Omadacycline,SmallMoleculeDrug
DB12457,Rimegepant,SmallMoleculeDrug
DB12458,Muscimol,SmallMoleculeDrug
DB12459,Belotecan,SmallMoleculeDrug
DB12461,GLPG-0492,SmallMoleculeDrug
DB12462,Ralinepag,SmallMoleculeDrug
DB12463,Semagacestat,SmallMoleculeDrug
DB12464,Bevenopran,SmallMoleculeDrug
DB12465,Ketanserin,SmallMoleculeDrug
DB12466,Favipiravir,SmallMoleculeDrug
DB12467,TU-100,SmallMoleculeDrug
DB12468,Pf-04531083,SmallMoleculeDrug
DB12470,Dexelvucitabine,SmallMoleculeDrug
DB12471,Ibrexafungerp,SmallMoleculeDrug
DB12472,Levodropropizine,SmallMoleculeDrug
DB12473,Taurolidine,SmallMoleculeDrug
DB12474,Lynestrenol,SmallMoleculeDrug
DB12475,Biphenyl dimethyl dicarboxylate,SmallMoleculeDrug
DB12476,CPG-52852,SmallMoleculeDrug
DB12477,Perfluoro tert-butylcyclohexane,SmallMoleculeDrug
DB12478,Piribedil,SmallMoleculeDrug
DB12479,Zabofloxacin,SmallMoleculeDrug
DB12480,Betulinic Acid,SmallMoleculeDrug
DB12481,Barium,SmallMoleculeDrug
DB12482,Acotiamide,SmallMoleculeDrug
DB12483,Copanlisib,SmallMoleculeDrug
DB12484,Tetrahydrouridine,SmallMoleculeDrug
DB12485,Pimonidazole,SmallMoleculeDrug
DB12486,Elobixibat,SmallMoleculeDrug
DB12487,Promestriene,SmallMoleculeDrug
DB12491,Fasiglifam,SmallMoleculeDrug
DB12492,Piritramide,SmallMoleculeDrug
DB12493,PD-217014,SmallMoleculeDrug
DB12494,SGI-1776,SmallMoleculeDrug
DB12495,Selepressin,SmallMoleculeDrug
DB12497,Alagebrium,SmallMoleculeDrug
DB12499,Clascoterone,SmallMoleculeDrug
DB12500,Fedratinib,SmallMoleculeDrug
DB12501,ABT-384,SmallMoleculeDrug
DB12504,JNJ-40346527,SmallMoleculeDrug
DB12505,E-7820,SmallMoleculeDrug
DB12506,Fenamole,SmallMoleculeDrug
DB12507,Atecegatran metoxil,SmallMoleculeDrug
DB12508,E7107,SmallMoleculeDrug
DB12509,Imeglimin,SmallMoleculeDrug
DB12510,Ozone,SmallMoleculeDrug
DB12511,Imiglitazar,SmallMoleculeDrug
DB12512,Verucerfont,SmallMoleculeDrug
DB12513,Omaveloxolone,SmallMoleculeDrug
DB12514,Iofolastat I-123,SmallMoleculeDrug
DB12515,9-aminocamptothecin,SmallMoleculeDrug
DB12517,PF-00446687,SmallMoleculeDrug
DB12518,Raclopride,SmallMoleculeDrug
DB12519,Sarcosine,SmallMoleculeDrug
DB12521,Methyl pyrrolidone,SmallMoleculeDrug
DB12522,Toreforant,SmallMoleculeDrug
DB12523,Mizolastine,SmallMoleculeDrug
DB12524,BI-671800,SmallMoleculeDrug
DB12526,Batefenterol,SmallMoleculeDrug
DB12527,Sofinicline,SmallMoleculeDrug
DB12528,Glyceryl Trierucate,SmallMoleculeDrug
DB12529,Nitrite,SmallMoleculeDrug
DB12531,Lobucavir,SmallMoleculeDrug
DB12532,Oxetacaine,SmallMoleculeDrug
DB12533,Cevipabulin,SmallMoleculeDrug
DB12535,AC-430,SmallMoleculeDrug
DB12536,N-acetylmannosamine,SmallMoleculeDrug
DB12537,"1,2-Benzodiazepine",SmallMoleculeDrug
DB12538,Nepadutant,SmallMoleculeDrug
DB12539,Oltipraz,SmallMoleculeDrug
DB12540,Lecozotan,SmallMoleculeDrug
DB12541,SAR-405838,SmallMoleculeDrug
DB12542,GSK-356278,SmallMoleculeDrug
DB12543,Samidorphan,SmallMoleculeDrug
DB12545,Indobufen,SmallMoleculeDrug
DB12547,LY-2886721,SmallMoleculeDrug
DB12548,Sparsentan,SmallMoleculeDrug
DB12549,Pyrazoloacridine,SmallMoleculeDrug
DB12550,Taladegib,SmallMoleculeDrug
DB12551,Idazoxan,SmallMoleculeDrug
DB12553,Fluocinolone,SmallMoleculeDrug
DB12554,Mebeverine,SmallMoleculeDrug
DB12555,Nelotanserin,SmallMoleculeDrug
DB12556,MK-5108,SmallMoleculeDrug
DB12557,FK-614,SmallMoleculeDrug
DB12558,AEE-788,SmallMoleculeDrug
DB12559,EC-17,SmallMoleculeDrug
DB12561,WNT-974,SmallMoleculeDrug
DB12562,Setipiprant,SmallMoleculeDrug
DB12563,MK-0686,SmallMoleculeDrug
DB12564,Gemcitabine elaidate,SmallMoleculeDrug
DB12565,Abexinostat,SmallMoleculeDrug
DB12566,Decernotinib,SmallMoleculeDrug
DB12567,Camicinal,SmallMoleculeDrug
DB12569,Tonapofylline,SmallMoleculeDrug
DB12570,CC-223,SmallMoleculeDrug
DB12571,Rimacalib,SmallMoleculeDrug
DB12572,Pexacerfont,SmallMoleculeDrug
DB12573,LY-2452473,SmallMoleculeDrug
DB12574,LY-295501,SmallMoleculeDrug
DB12575,Ronopterin,SmallMoleculeDrug
DB12576,AZD-3043,SmallMoleculeDrug
DB12577,Fosbretabulin,SmallMoleculeDrug
DB12578,Lexaptepid pegol,SmallMoleculeDrug
DB12579,JNJ-37822681,SmallMoleculeDrug
DB12580,Tradipitant,SmallMoleculeDrug
DB12581,Ozarelix,SmallMoleculeDrug
DB12582,Piperine,SmallMoleculeDrug
DB12583,Maltodextrin,SmallMoleculeDrug
DB12585,Ondelopran,SmallMoleculeDrug
DB12586,Anhydrovinblastine,SmallMoleculeDrug
DB12587,Razupenem,SmallMoleculeDrug
DB12588,AZD-1480,SmallMoleculeDrug
DB12590,Indiplon,SmallMoleculeDrug
DB12591,BMS-911543,SmallMoleculeDrug
DB12592,Mosedipimod,SmallMoleculeDrug
DB12593,Apaziquone,SmallMoleculeDrug
DB12594,AZD-9056,SmallMoleculeDrug
DB12596,Combretastatin,SmallMoleculeDrug
DB12597,Asciminib,SmallMoleculeDrug
DB12598,Nafamostat,SmallMoleculeDrug
DB12601,Sonolisib,SmallMoleculeDrug
DB12602,Pentetreotide,SmallMoleculeDrug
DB12604,Sisomicin,SmallMoleculeDrug
DB12605,Etripamil,SmallMoleculeDrug
DB12606,Netivudine,SmallMoleculeDrug
DB12608,Emixustat,SmallMoleculeDrug
DB12610,Ebselen,SmallMoleculeDrug
DB12611,PF-477736,SmallMoleculeDrug
DB12612,Ozanimod,SmallMoleculeDrug
DB12613,Davunetide,SmallMoleculeDrug
DB12614,Reparixin,SmallMoleculeDrug
DB12615,Plazomicin,SmallMoleculeDrug
DB12617,Mizoribine,SmallMoleculeDrug
DB12618,Apocynin,SmallMoleculeDrug
DB12619,BMS-188797,SmallMoleculeDrug
DB12621,ST-101,SmallMoleculeDrug
DB12622,Lupeol,SmallMoleculeDrug
DB12623,Taprenepag,SmallMoleculeDrug
DB12624,Octenidine,SmallMoleculeDrug
DB12625,Evogliptin,SmallMoleculeDrug
DB12627,GSK-1292263,SmallMoleculeDrug
DB12628,Methyl-D9-choline,SmallMoleculeDrug
DB12629,"3,5-diiodothyropropionic acid",SmallMoleculeDrug
DB12630,Isopentyl 2-cyanoacrylate,SmallMoleculeDrug
DB12631,Aclerastide,SmallMoleculeDrug
DB12632,JNJ-41443532,SmallMoleculeDrug
DB12633,BMS-184476,SmallMoleculeDrug
DB12635,Aleplasinin,SmallMoleculeDrug
DB12637,Onapristone,SmallMoleculeDrug
DB12638,PU-H71,SmallMoleculeDrug
DB12640,CP-609754,SmallMoleculeDrug
DB12641,Tedatioxetine,SmallMoleculeDrug
DB12642,Olumacostat glasaretil,SmallMoleculeDrug
DB12643,Nelivaptan,SmallMoleculeDrug
DB12644,AZD-2066,SmallMoleculeDrug
DB12645,Givinostat,SmallMoleculeDrug
DB12647,Tocotrienol,SmallMoleculeDrug
DB12648,Nona-arginine,SmallMoleculeDrug
DB12649,Ibipinabant,SmallMoleculeDrug
DB12650,L-deprenyl-D2 C-11,SmallMoleculeDrug
DB12651,Bardoxolone,SmallMoleculeDrug
DB12654,GSK-376501,SmallMoleculeDrug
DB12655,Patidegib,SmallMoleculeDrug
DB12657,JNJ-42396302,SmallMoleculeDrug
DB12658,AFN-1252,SmallMoleculeDrug
DB12659,SJ-733,SmallMoleculeDrug
DB12660,Samatasvir,SmallMoleculeDrug
DB12661,Urapidil,SmallMoleculeDrug
DB12662,Naveglitazar,SmallMoleculeDrug
DB12663,Letrazuril,SmallMoleculeDrug
DB12664,Indantadol,SmallMoleculeDrug
DB12665,Isoquercetin,SmallMoleculeDrug
DB12666,Emapunil,SmallMoleculeDrug
DB12667,Protionamide,SmallMoleculeDrug
DB12668,Metenkefalin,SmallMoleculeDrug
DB12669,4SC-203,SmallMoleculeDrug
DB12670,Rolofylline,SmallMoleculeDrug
DB12671,Beloranib,SmallMoleculeDrug
DB12672,Icaritin,SmallMoleculeDrug
DB12673,ATX-914,SmallMoleculeDrug
DB12674,Lurbinectedin,SmallMoleculeDrug
DB12675,PF-04995274,SmallMoleculeDrug
DB12676,Modufolin,SmallMoleculeDrug
DB12677,Soblidotin,SmallMoleculeDrug
DB12678,Relamorelin,SmallMoleculeDrug
DB12679,WP 1066,SmallMoleculeDrug
DB12680,Intepirdine,SmallMoleculeDrug
DB12681,Salirasib,SmallMoleculeDrug
DB12682,Mubritinib,SmallMoleculeDrug
DB12685,K-134,SmallMoleculeDrug
DB12686,PHA-793887,SmallMoleculeDrug
DB12687,Vesatolimod,SmallMoleculeDrug
DB12689,Azeliragon,SmallMoleculeDrug
DB12690,LY-2584702,SmallMoleculeDrug
DB12691,UK-432097,SmallMoleculeDrug
DB12692,Gusperimus,SmallMoleculeDrug
DB12693,Ritanserin,SmallMoleculeDrug
DB12694,CE-326597,SmallMoleculeDrug
DB12695,Phenethyl Isothiocyanate,SmallMoleculeDrug
DB12696,BMS-582949,SmallMoleculeDrug
DB12697,Methylselenocysteine,SmallMoleculeDrug
DB12700,Solamargine,SmallMoleculeDrug
DB12702,Velusetrag,SmallMoleculeDrug
DB12703,Omipalisib,SmallMoleculeDrug
DB12704,Spiradoline,SmallMoleculeDrug
DB12705,Cenerimod,SmallMoleculeDrug
DB12706,Seletalisib,SmallMoleculeDrug
DB12707,AR-42,SmallMoleculeDrug
DB12708,Sulprostone,SmallMoleculeDrug
DB12709,Tributyrin,SmallMoleculeDrug
DB12710,Perazine,SmallMoleculeDrug
DB12711,LTX-109,SmallMoleculeDrug
DB12712,Pilsicainide,SmallMoleculeDrug
DB12713,Sotagliflozin,SmallMoleculeDrug
DB12714,Nerispirdine,SmallMoleculeDrug
DB12715,MSX-122,SmallMoleculeDrug
DB12716,NB-001,SmallMoleculeDrug
DB12717,Mibampator,SmallMoleculeDrug
DB12719,Turofexorate isopropyl,SmallMoleculeDrug
DB12720,Nivocasan,SmallMoleculeDrug
DB12721,RO-5028442,SmallMoleculeDrug
DB12724,AZD-7295,SmallMoleculeDrug
DB12725,Felcisetrag,SmallMoleculeDrug
DB12727,Perfosfamide,SmallMoleculeDrug
DB12728,Fenpropidin,SmallMoleculeDrug
DB12729,ASP-3026,SmallMoleculeDrug
DB12730,Dolastatin 10,SmallMoleculeDrug
DB12731,Daporinad,SmallMoleculeDrug
DB12732,Firategrast,SmallMoleculeDrug
DB12733,Dipraglurant,SmallMoleculeDrug
DB12736,Etanidazole,SmallMoleculeDrug
DB12739,Bindarit,SmallMoleculeDrug
DB12740,CC-115,SmallMoleculeDrug
DB12741,DTP-348,SmallMoleculeDrug
DB12742,Amuvatinib,SmallMoleculeDrug
DB12743,Z-160,SmallMoleculeDrug
DB12744,CGI-1842,SmallMoleculeDrug
DB12745,GSK-690693,SmallMoleculeDrug
DB12746,AKN-028,SmallMoleculeDrug
DB12748,LTX-315,SmallMoleculeDrug
DB12749,Butylphthalide,SmallMoleculeDrug
DB12750,N-omega-nitro-L-arginine methyl ester,SmallMoleculeDrug
DB12751,Malic acid,SmallMoleculeDrug
DB12752,Bucindolol,SmallMoleculeDrug
DB12753,Racivir,SmallMoleculeDrug
DB12754,Iodide,SmallMoleculeDrug
DB12755,Zoptarelin doxorubicin,SmallMoleculeDrug
DB12756,TAK-901,SmallMoleculeDrug
DB12757,Pelitrexol,SmallMoleculeDrug
DB12758,Atreleuton,SmallMoleculeDrug
DB12760,GW-493838,SmallMoleculeDrug
DB12761,Timcodar,SmallMoleculeDrug
DB12762,Rabacfosadine,SmallMoleculeDrug
DB12763,MK-1496,SmallMoleculeDrug
DB12764,Opaganib,SmallMoleculeDrug
DB12765,Methyl isocyanate,SmallMoleculeDrug
DB12766,Cicletanine,SmallMoleculeDrug
DB12767,Gaxilose,SmallMoleculeDrug
DB12769,Lometrexol,SmallMoleculeDrug
DB12770,Lafutidine,SmallMoleculeDrug
DB12771,Hydroxytyrosol,SmallMoleculeDrug
DB12774,AZD-8055,SmallMoleculeDrug
DB12776,E-6005,SmallMoleculeDrug
DB12777,Somatoprim,SmallMoleculeDrug
DB12778,Rivipansel,SmallMoleculeDrug
DB12779,Higenamine,SmallMoleculeDrug
DB12780,Quinfamide,SmallMoleculeDrug
DB12781,Balaglitazone,SmallMoleculeDrug
DB12782,SCH-486757,SmallMoleculeDrug
DB12783,Benserazide,SmallMoleculeDrug
DB12784,NS-018,SmallMoleculeDrug
DB12785,Furaprevir,SmallMoleculeDrug
DB12787,Norethandrolone,SmallMoleculeDrug
DB12789,Dinoprost,SmallMoleculeDrug
DB12791,Laninamivir,SmallMoleculeDrug
DB12792,Boscalid,SmallMoleculeDrug
DB12794,p-Quaterphenyl,SmallMoleculeDrug
DB12795,CMX-2043,SmallMoleculeDrug
DB12796,MRX-I,SmallMoleculeDrug
DB12798,Relenopride,SmallMoleculeDrug
DB12799,Laniquidar,SmallMoleculeDrug
DB12800,CHF-6001,SmallMoleculeDrug
DB12802,Picropodophyllin,SmallMoleculeDrug
DB12803,Dichloroisoproterenol,SmallMoleculeDrug
DB12804,Daniquidone,SmallMoleculeDrug
DB12805,Ataciguat,SmallMoleculeDrug
DB12806,GSK-1004723,SmallMoleculeDrug
DB12808,Trifarotene,SmallMoleculeDrug
DB12809,BK-MDA,SmallMoleculeDrug
DB12810,AN-2718,SmallMoleculeDrug
DB12812,Palomid 529,SmallMoleculeDrug
DB12813,Radium Ra-223,SmallMoleculeDrug
DB12816,Terpinen-4-ol,SmallMoleculeDrug
DB12817,Zoliflodacin,SmallMoleculeDrug
DB12818,NM-3,SmallMoleculeDrug
DB12819,GSI-136,SmallMoleculeDrug
DB12821,Perflubutane,SmallMoleculeDrug
DB12823,Tecarfarin,SmallMoleculeDrug
DB12825,Lefamulin,SmallMoleculeDrug
DB12827,Indoximod,SmallMoleculeDrug
DB12829,Amithiozone,SmallMoleculeDrug
DB12830,Cebranopadol,SmallMoleculeDrug
DB12831,Gabexate,SmallMoleculeDrug
DB12832,Prednimustine,SmallMoleculeDrug
DB12833,Tandospirone,SmallMoleculeDrug
DB12834,Secnidazole,SmallMoleculeDrug
DB12836,Grapiprant,SmallMoleculeDrug
DB12837,UK-500001,SmallMoleculeDrug
DB12838,Tetrasul,SmallMoleculeDrug
DB12839,Pegvaliase,SmallMoleculeDrug
DB12840,Pirnabine,SmallMoleculeDrug
DB12842,Pegamotecan,SmallMoleculeDrug
DB12843,Oleandrin,SmallMoleculeDrug
DB12846,Reproterol,SmallMoleculeDrug
DB12847,Pyroxamide,SmallMoleculeDrug
DB12848,PF-04217903,SmallMoleculeDrug
DB12850,Etalocib,SmallMoleculeDrug
DB12852,MK-0752,SmallMoleculeDrug
DB12853,DA-6886,SmallMoleculeDrug
DB12854,BMS-908662,SmallMoleculeDrug
DB12855,Apricitabine,SmallMoleculeDrug
DB12856,Timonacic,SmallMoleculeDrug
DB12857,NVP-LEQ-506,SmallMoleculeDrug
DB12858,LY-377604,SmallMoleculeDrug
DB12859,Tantalum,SmallMoleculeDrug
DB12860,Actinium,SmallMoleculeDrug
DB12861,Rimeporide,SmallMoleculeDrug
DB12863,Sivelestat,SmallMoleculeDrug
DB12864,Melarsoprol,SmallMoleculeDrug
DB12865,Etelcalcetide,SmallMoleculeDrug
DB12866,Pradigastat,SmallMoleculeDrug
DB12867,Benperidol,SmallMoleculeDrug
DB12868,Intoplicine,SmallMoleculeDrug
DB12869,Eliprodil,SmallMoleculeDrug
DB12870,Buthionine sulfoximine,SmallMoleculeDrug
DB12873,Dianhydrogalactitol,SmallMoleculeDrug
DB12874,Quizartinib,SmallMoleculeDrug
DB12875,Mavatrep,SmallMoleculeDrug
DB12876,GS-9256,SmallMoleculeDrug
DB12877,Oxatomide,SmallMoleculeDrug
DB12878,AV-101,SmallMoleculeDrug
DB12879,Omigapil,SmallMoleculeDrug
DB12881,Indole-3-carbinol,SmallMoleculeDrug
DB12882,Ombrabulin,SmallMoleculeDrug
DB12883,Eltoprazine,SmallMoleculeDrug
DB12884,Lavoltidine,SmallMoleculeDrug
DB12885,CF-102,SmallMoleculeDrug
DB12886,GSK-1521498,SmallMoleculeDrug
DB12887,Tazemetostat,SmallMoleculeDrug
DB12888,Ezutromid,SmallMoleculeDrug
DB12889,Velneperit,SmallMoleculeDrug
DB12890,Dihydrexidine,SmallMoleculeDrug
DB12892,MGB-BP-3,SmallMoleculeDrug
DB12894,Raluridine,SmallMoleculeDrug
DB12895,TD-139,SmallMoleculeDrug
DB12896,PSI-352938,SmallMoleculeDrug
DB12897,MK-7622,SmallMoleculeDrug
DB12899,TT-301,SmallMoleculeDrug
DB12900,Irdabisant,SmallMoleculeDrug
DB12901,Fiacitabine,SmallMoleculeDrug
DB12902,Trofosfamide,SmallMoleculeDrug
DB12903,DEBIO-1347,SmallMoleculeDrug
DB12904,ZSTK-474,SmallMoleculeDrug
DB12905,Samarium Sm-153,SmallMoleculeDrug
DB12906,LY-2334737,SmallMoleculeDrug
DB12907,Mannose,SmallMoleculeDrug
DB12910,Emicerfont,SmallMoleculeDrug
DB12911,Nicoboxil,SmallMoleculeDrug
DB12912,Nolatrexed,SmallMoleculeDrug
DB12914,MGL-3196,SmallMoleculeDrug
DB12915,Corticorelin acetate,SmallMoleculeDrug
DB12916,Mitolactol,SmallMoleculeDrug
DB12919,T-62,SmallMoleculeDrug
DB12920,Pinometostat,SmallMoleculeDrug
DB12921,Chlorsulfaquinoxaline,SmallMoleculeDrug
DB12923,Gallopamil,SmallMoleculeDrug
DB12924,Ozenoxacin,SmallMoleculeDrug
DB12925,Crolibulin,SmallMoleculeDrug
DB12926,Cafedrine,SmallMoleculeDrug
DB12927,Theodrenaline,SmallMoleculeDrug
DB12928,GET-73,SmallMoleculeDrug
DB12929,JNJ-39220675,SmallMoleculeDrug
DB12930,Opipramol,SmallMoleculeDrug
DB12931,Fenobam,SmallMoleculeDrug
DB12932,Merotocin,SmallMoleculeDrug
DB12933,RO-4987655,SmallMoleculeDrug
DB12934,Granotapide,SmallMoleculeDrug
DB12935,Remogliflozin etabonate,SmallMoleculeDrug
DB12937,Quercetin-3'-O-phosphate,SmallMoleculeDrug
DB12938,Isoxaflutole,SmallMoleculeDrug
DB12939,Nikkomycin Z,SmallMoleculeDrug
DB12940,Helium He-3,SmallMoleculeDrug
