"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4099606";"";"0";"484.67";"0";"4.72";"44i";"O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NCCN1CCCC1)CC3";"IC50";"'='";"3780.0";"nM";"5.42";"";"";"UO_0000065";"11.19";"0.21";"0.70";"10.81";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4085686";"";"0";"445.59";"0";"4.27";"48i";"COCCNC1CCc2c(sc3ncn(Cc4cccc(-c5ccccc5)c4)c(=O)c23)C1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL2338810";"";"0";"383.50";"0";"0.95";"31";"CS(=O)(=O)NCCC1CCN(c2ncnc3cc(C(N)=O)sc23)CC1";"IC50";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"23.36";"0.49";"8.01";"7.57";"False";"CHEMBL2341151";"Inhibition of His-tagged SIRT2 (1 to 389) (unknown origin)-mediated deacetylation of Ac-RHKKAcW-NH2 substrate incubated for 20 mins prior to substrate addition measured after 30 mins by mass spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331260";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL2332049";"";"0";"213.65";"0";"1.44";"14";"NC(=O)c1cc2ncnc(Cl)c2s1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2341151";"Inhibition of His-tagged SIRT2 (1 to 389) (unknown origin)-mediated deacetylation of Ac-RHKKAcW-NH2 substrate incubated for 20 mins prior to substrate addition measured after 30 mins by mass spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331260";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL4073122";"";"0";"453.57";"0";"4.10";"21e";"O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCc1ccccn1)CC3";"IC50";"'='";"2610.0";"nM";"5.58";"";"";"UO_0000065";"12.31";"0.23";"1.48";"7.68";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4088712";"";"0";"454.56";"0";"3.49";"22e";"O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCc1cncnc1)CC3";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4084437";"";"0";"475.61";"0";"4.29";"25a";"COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCC1CCCO1)C3";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"12.03";"0.23";"1.43";"8.75";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4092071";"";"0";"500.62";"1";"4.92";"29a";"COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCc1c(C)noc1C)C3";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"10.78";"0.20";"0.48";"6.57";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4100568";"";"0";"458.63";"0";"4.20";"44b";"O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCCN1CCCC1)CC3";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4082688";"";"0";"507.62";"2";"5.87";"47i";"O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(Nc1ccc2c(c1)OCO2)CC3";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL3770903";"";"0";"420.56";"1";"5.02";"8";"Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"15.21";"0.30";"1.38";"9.44";"True";"CHEMBL4005604";"Inhibition of human SIRT2 (25 to 389 residues) using (Z-Lys(Acetyl)-AMC) as substrate after 4 hrs in presence of NAD+ by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4643733";"";"0";"278.27";"0";"2.18";"1e";"O=C(On1nnc2ccccc21)c1c[nH]c2ccccc12";"IC50";"'='";"73600.0";"nM";"4.13";"";"";"UO_0000065";"14.85";"0.27";"1.95";"5.68";"False";"CHEMBL4617630";"Inhibition of SIRT2 defatty-acylation activity (unknown origin) using H4K8-Myr (3 to 13 residues) as substrate by HPLC analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4616628";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";""
"CHEMBL3040216";"";"0";"1297.30";"None";"None";"1";"CC1=CCC(C(=O)/N=C2\CC=C(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c32)=C/C1=N/C(=O)C1=CC=C/C(=N\C(=O)/N=C2\C=CC=C(C(=O)/N=C3/CC(C(=O)/N=C4\CC=C(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c54)=CC=C3C)C2)C1";"IC50";"'='";"13000.0";"nM";"4.89";"";"";"UO_0000065";"3.77";"None";"None";"None";"False";"CHEMBL4054429";"Inhibition of N-terminal His-tagged recombinant human SIRT-2 expressed in Escherichia coli using Fluor-de-Lys-SIRT1 as substrate after 15 mins by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052637";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4638944";"";"0";"369.43";"0";"3.84";"26";"NC(=O)c1ccccc1Nc1cccc(-c2cn(Cc3ccccc3)nn2)c1";"IC50";"'='";"6300.0";"nM";"5.20";"";"";"UO_0000065";"14.08";"0.25";"1.36";"6.06";"False";"CHEMBL4613334";"Inhibition of sirtuin 2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4613203";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL3770610";"";"0";"349.36";"0";"2.69";"13e";"Cc1cc(C)nc(SCC(=O)Nc2nnc(C(F)(F)F)s2)n1";"IC50";"'='";"502800.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3773441";"Inhibition of N-terminal his6-tagged human SIRT2 (25 to 389 amino acids) using ZMAL as substrate after 4 hrs by fluorescence-based microplate reader method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3769317";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL2332042";"";"0";"459.55";"0";"2.59";"18";"NC(=O)c1cc2ncnc(N3CCC(CCNC(=O)c4ccc(C(=O)O)s4)CC3)c2s1";"IC50";"'='";"4.4";"nM";"8.36";"";"";"UO_0000065";"18.18";"0.37";"5.77";"6.03";"False";"CHEMBL2341151";"Inhibition of His-tagged SIRT2 (1 to 389) (unknown origin)-mediated deacetylation of Ac-RHKKAcW-NH2 substrate incubated for 20 mins prior to substrate addition measured after 30 mins by mass spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331260";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL3805267";"";"0";"405.41";"0";"2.80";"71";"COC(=O)c1ccc(C(=O)Nc2cccc(COc3cncc(C(N)=O)c3)c2)cc1";"IC50";"'='";"102.0";"nM";"6.99";"";"";"UO_0000065";"17.25";"0.32";"4.19";"5.80";"False";"CHEMBL3806935";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 residues) expressed in Escherichia coli using Ac-RHK-K(Ac)-AMC as substrate incubated for 2 hrs by fluorescence analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804824";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL224864";"";"0";"434.28";"1";"6.35";"AGK2";"N#C/C(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2ncccc12";"IC50";"'='";"13900.0";"nM";"4.86";"";"";"UO_0000065";"11.18";"0.22";"-1.49";"6.15";"False";"CHEMBL3413120";"Inhibition of human recombinant SIRT2 assessed as deacetylation of N-acetyl lysine residue in p53 (317 to 320) after 30 mins by luciferase-mediated luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407343";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL3222141";"";"0";"437.36";"0";"4.27";"AK-7";"O=C(Nc1cccc(Br)c1)c1cccc(S(=O)(=O)N2CCCCCC2)c1";"IC50";"'='";"16000.0";"nM";"4.80";"";"";"UO_0000065";"10.97";"0.25";"0.53";"7.21";"False";"CHEMBL3372922";"Inhibition of human recombinant SIRT2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352569";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None";""
"CHEMBL3290210";"";"0";"434.54";"0";"3.96";"4b";"CCOC(=O)c1ccc2c(c1)nc(-c1ccc(N(C)C)cc1)n2CCCN1CCCC1=O";"IC50";"'='";"52780.0";"nM";"4.28";"";"";"UO_0000065";"9.84";"0.18";"0.32";"6.32";"False";"CHEMBL3292012";"Inhibition of human recombinant C-terminal His-tagged SIRT2 (13 to 319 amino acid) after 45 mins by spectrophotometry relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286262";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"None";""
"CHEMBL3290213";"";"0";"459.47";"0";"4.91";"4e";"CCOC(=O)c1ccc2c(c1)nc(-c1ccc(C(F)(F)F)cc1)n2CCCN1CCCC1=O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3292012";"Inhibition of human recombinant C-terminal His-tagged SIRT2 (13 to 319 amino acid) after 45 mins by spectrophotometry relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286262";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"None";""
"CHEMBL3290221";"";"0";"410.40";"1";"5.89";"4m";"CCOC(=O)c1ccc2c(c1)nc(-c1ccc(C(F)(F)F)cc1)n2-c1ccccc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3292012";"Inhibition of human recombinant C-terminal His-tagged SIRT2 (13 to 319 amino acid) after 45 mins by spectrophotometry relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286262";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"None";""
"CHEMBL261605";"";"0";"288.35";"0";"4.59";"(R)-8a";"Cc1ccc2c3c(ccc2c1)OC(=O)C[C@@H]3c1ccccc1";"IC50";"'='";"3400.0";"nM";"5.47";"";"";"UO_0000065";"18.96";"0.34";"0.88";"20.79";"False";"CHEMBL934433";"Inhibition of human recombinant Sirt2 expressed in Escherichia coli BL21 by fluorescent deacetylase assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143139";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL273076";"";"0";"385.23";"1";"5.49";"5n";"Cc1ccc(C2CC(=O)Oc3ccc4cc(Br)ccc4c32)cc1F";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"14.79";"0.32";"0.21";"21.67";"False";"CHEMBL934433";"Inhibition of human recombinant Sirt2 expressed in Escherichia coli BL21 by fluorescent deacetylase assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143139";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL3290209";"";"0";"391.47";"0";"3.89";"4a";"CCOC(=O)c1ccc2c(c1)nc(-c1ccccc1)n2CCCN1CCCC1=O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3292012";"Inhibition of human recombinant C-terminal His-tagged SIRT2 (13 to 319 amino acid) after 45 mins by spectrophotometry relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286262";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"None";""
"CHEMBL420311";"";"0";"248.71";"0";"2.73";"EX-527";"NC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"";"23.42";"0.47";"3.09";"9.89";"False";"CHEMBL4708955";"Inhibition of recombinant human SIRT2 expressed in baculovirus infected SF9 cells expression system using RHKK(Ac)W-NH2 as substrate measured after 20 mins by HPLC method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706521";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr"
"CHEMBL4438364";"";"0";"836.09";"2";"0.49";"2";"CCCCCCCCCCCCNC(=O)CCCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)CCC(=O)NCC(=O)NCCCC[C@@H](C(N)=O)NC1=O";"IC50";"'='";"550.0";"nM";"6.26";"";"";"UO_0000065";"7.49";"0.14";"5.77";"2.03";"False";"CHEMBL4373297";"Inhibition of deacetylation activity of recombinant human N-terminal His6-tagged SIRT2 (2 to 389 residues) expressed in Escherichia coli using H2N-HK-[Nepsilon-acetyl-lysine]-LM-COOH as substrate measured after 12 mins by HPLC analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4371077";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";""
"CHEMBL4452438";"";"0";"482.61";"0";"4.71";"Cpd V; ICL-SIRT078";"COc1cc2ccccc2cc1Cn1cnc2sc3c(c2c1=O)CCC(NCc1cccnc1)C3";"IC50";"'='";"1450.0";"nM";"5.84";"";"";"UO_0000065";"12.10";"0.23";"1.13";"8.46";"False";"CHEMBL4417383";"Inhibition of SIRT2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414672";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";""
"CHEMBL3805694";"";"0";"424.46";"0";"4.07";"110";"NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-c4ccccc4)nc3)c2)c1";"IC50";"'='";"46.8";"nM";"7.33";"";"";"UO_0000065";"17.27";"0.31";"3.26";"6.84";"False";"CHEMBL3806935";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 residues) expressed in Escherichia coli using Ac-RHK-K(Ac)-AMC as substrate incubated for 2 hrs by fluorescence analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804824";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3805825";"";"0";"414.43";"0";"2.59";"114";"NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-n4cccn4)nc3)c2)c1";"IC50";"'='";"33.3";"nM";"7.48";"";"";"UO_0000065";"18.04";"0.33";"4.89";"5.98";"False";"CHEMBL3806935";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 residues) expressed in Escherichia coli using Ac-RHK-K(Ac)-AMC as substrate incubated for 2 hrs by fluorescence analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804824";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL595354";"";"0";"454.64";"0";"4.78";"79";"CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"11.00";"0.21";"0.22";"6.81";"True";"CHEMBL3856341";"Inhibition of human SIRT2 assessed as deacetylation activity using acetylated lysine as substrate measured after 1 hr in presence of NAD+ by by Fluor de Lys assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3856182";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";""
"CHEMBL2417696";"";"0";"568.70";"1";"2.35";"16";"CC(=S)NCCCC[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)OCc1ccccc1)C(=O)NCC(=O)c1ccccc1";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"10.10";"0.20";"3.39";"4.19";"False";"CHEMBL2423002";"Inhibition of human recombinant GST-tagged SIRT2 using KI179 as substrate preincubated for 5 mins followed by enzyme addition measured after 1 hr by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417552";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL1714005";"";"0";"271.30";"0";"1.08";"3";"O=C1NC(=S)NC(=O)C1=Cc1c[nH]c2ccccc12";"IC50";"'='";"20300.0";"nM";"4.69";"";"";"UO_0000065";"17.30";"0.34";"3.61";"6.34";"False";"CHEMBL2209188";"Inhibition of recombinant SIRT2 using ZMAL substrate after 4 hrs by homogeneous fluorescence assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203031";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2012";"None";""
"CHEMBL1814815";"";"0";"557.72";"2";"-1.11";"9";"CC(=O)NCCC[C@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCNC(C)=O)NC(C)=O)C(N)=O";"IC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"9.93";"0.20";"6.65";"2.76";"True";"CHEMBL3226309";"Inhibition of GST-tagged SIRT2 (unknown origin) by HPLC assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217699";"1";"Scientific Literature";"MedChemComm";"2010";"None";""
"CHEMBL4165789";"";"0";"508.60";"2";"6.75";"9i";"O=C(COc1cccc2ccccc12)Nc1cccc(COc2ccc(NC(=O)c3cccs3)cc2)c1";"IC50";"'>'";"300000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4156262";"Inhibition of recombinant His-tagged SIRT2 (56 to 356 residues) (unknown origin) expressed in Escherichia coli Transetta(DE3) using AcIQF as substrate preincubated for 30 mins followed by substrate and NAD+ addition measured after 2 hrs by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4152324";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL2332054";"";"0";"375.50";"0";"2.17";"27";"CC(C)(C)C(=O)NCC1CCN(c2ncnc3cc(C(N)=O)sc23)CC1";"IC50";"'='";"740.0";"nM";"6.13";"";"";"UO_0000065";"16.33";"0.32";"3.96";"6.06";"False";"CHEMBL2341151";"Inhibition of His-tagged SIRT2 (1 to 389) (unknown origin)-mediated deacetylation of Ac-RHKKAcW-NH2 substrate incubated for 20 mins prior to substrate addition measured after 30 mins by mass spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331260";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
